Corynebacterium diphtheriae ATCC 13032
Corynebacterium diphtheriae FRC0137
Corynebacterium diphtheriae FRC0375
Corynebacterium diphtheriae FRC0402
Corynebacterium diphtheriae nan
Corynebacterium sp.. nan
Corynebacterium striatum nan
Cronobacter sp.. nan
Cyclobacterium xiamenense ac3
Diutina catenulata nan
Elizabethkingia anophelis nan
Elizabethkingia meningoseptica nan
Enterobacter aerogenes EA3
Enterobacter agglomerans nan
Enterobacter cloacae CH23
Enterobacter cloacae PBIO694
Enterobacter cloacae PBIO695
Enterobacter cloacae PKC-0122
Enterobacter cloacae ST114
Enterobacter cloacae nan
Enterobacter hormaechei nan
Enterobacter sp.. nan
Enterobacterales nan
Enterobacteriaceae nan
Enterococcus VanA | VanB resistant
Enterococcus avium nan
Enterococcus casseliflavus ECAS-1219
Enterococcus casseliflavus ECAS-1247
Enterococcus casseliflavus ECAS-1461
Enterococcus casseliflavus nan
Enterococcus durans EDUR-440
Enterococcus durans nan
Enterococcus faecalis 15376 VanA
Enterococcus faecalis AR-0671
Enterococcus faecalis AR-0781
Enterococcus faecalis ATCC 11700
Enterococcus faecalis ATCC 25912
Enterococcus faecalis ST179 | ST16
Enterococcus faecalis Strain 1
Enterococcus faecalis VIRE
Enterococcus faecalis VSE
Enterococcus faecalis nan
Enterococcus faecium 1704051
Enterococcus faecium AR-0783
Enterococcus faecium nan
Enterococcus gallinarum EGALL-PT
Enterococcus gallinarum nan
Enterococcus hirae EHIR-1400
Enterococcus nan
Enterococcus raffinosus ERAF-1465
Enterococcus raffinosus nan
Enterococcus sp.. nan
Enterococcus thailandicus TC1
Escherichia coli 91N
Escherichia coli ATCC 10538
Escherichia coli ATCC 2452
Escherichia coli ATCC 25218
Escherichia coli ATCC 252922
Escherichia coli ATCC BAA-2523
Escherichia coli BL21 (RH)4GFP
Escherichia coli C018
Escherichia coli C043
Escherichia coli C045
Escherichia coli CDC-0055
Escherichia coli Cat skin
Escherichia coli Dairy Farm 1 environmental
Escherichia coli Dairy Farm 2 environmental
Escherichia coli Dairy Farm 3 environmental
Escherichia coli Dog skin
Escherichia coli Ec-PBG26
Escherichia coli Ec-TM100
Escherichia coli Ec-TM17
Escherichia coli Ec-TM26
Escherichia coli J53 R1
Escherichia coli MCR3
Escherichia coli NCTC8196
Escherichia coli PH100
Escherichia coli PH101-2
Escherichia coli ST1011
Escherichia coli ST68
Escherichia coli ST93
Escherichia coli TKC181 (donor)
Escherichia coli TKC182 (recipient)
Escherichia coli TW16
Escherichia coli Transconjugant 1
Escherichia coli Transconjugant 2
Escherichia coli Transconjugant 3
Escherichia coli WDFW2019-154 (AN0107)
Escherichia coli nan
Full species name nan
Fusarium verticillioides IUM05-0160
Fusarium verticillioides IUM09-1037
Gardnerella vaginalis nan
Gram-negative bacilli nan
Gram-negative bacteria nan
Haemophilus influenzae ATCC 23246
Haemophilus influenzae BLR9
Haemophilus influenzae MSC06647(HI00128)
Haemophilus influenzae MSC06651(HI00132)
Haemophilus influenzae MSC06663(HI00144)
Haemophilus influenzae nan
Haemophilus parainfluenzae nan
Helicobacter pylori 110R
Helicobacter pylori ATCC 26695
Helicobacter pylori F34
Helicobacter pylori F40
Helicobacter pylori Failed at least two therapies
Helicobacter pylori Failed one therapy
Helicobacter pylori nan
Histophilus somni nan
Hoeflea alexandrii ac4
Klebsiella aerogenes nan
Klebsiella oxytoca PBIO703
Klebsiella oxytoca PBIO727
Klebsiella oxytoca nan
Klebsiella pneumoniae 664-1
Klebsiella pneumoniae 878504
Klebsiella pneumoniae 881005
Klebsiella pneumoniae 887108
Klebsiella pneumoniae 910091
Klebsiella pneumoniae 964-2
Klebsiella pneumoniae ATCC 11228
Klebsiella pneumoniae ATCC BAA-2524
Klebsiella pneumoniae B68-1
Klebsiella pneumoniae CDC-0040
Klebsiella pneumoniae CDC-0066
Klebsiella pneumoniae CDC-0361
Klebsiella pneumoniae CH0138 (INF163)
Klebsiella pneumoniae CH0138 (INF164)
Klebsiella pneumoniae CH0258 (INF322)
Klebsiella pneumoniae K185
Klebsiella pneumoniae KP-45
Klebsiella pneumoniae KPC-123
Klebsiella pneumoniae NCTC9528
Klebsiella pneumoniae SI-0646A
Klebsiella pneumoniae SI-1017
Klebsiella pneumoniae ST258 clone
Klebsiella pneumoniae ST258 clone K 160
Klebsiella pneumoniae UK48
Klebsiella pneumoniae nan
Klebsiella pneumoniae sensu stricto nan
Klebsiella quasipneumoniae nan
Klebsiella sp.. nan
Kluyvera cryocrescens nan
Kluyvera sp.. nan
Lacticaseibacillus rhamnosus VB1
Lactiplantibacillus plantarum R12
Lactobacillus plantarum KCC-25
Lactobacillus plantarum KCC-26
Lactobacillus plantarum KCC-27
Lactobacillus plantarum KCC-28
Lactobacillus sp.. nan
Lactococcus lactis nan
Leclercia adecarboxylata nan
Legionella pneumophila lpg1681 OE
Legionella pneumophila nan
Leuconostoc mesenteroides nan
Lichtheimia corymbifera CCM8077
Listeria monocytogenes ATCC 19114
Listeria monocytogenes CMCC 54004
Listeria monocytogenes nan
Mannheimia haemolytica nan
Marinobacter adhaerens ac5
Marivirga tractuosa ac6
Micrococcus luteus ATCC 10240
Micrococcus luteus nan
Microsporum canis nan
Moraxella catarrhalis ATCC 49247
Moraxella catarrhalis nan
Morganella morganii nan
Muricauda sp.. ac8
Mycobacterium abscessus BWH-B
Mycobacterium abscessus BWH-B (PBP-lipo knockdown)
Mycobacterium abscessus BWH-C (PBP-lipo knockdown)
Mycobacterium abscessus BWH-E
Mycobacterium abscessus BWH-E (PBP-lipo knockdown)
Mycobacterium abscessus Rough variant
Mycobacterium abscessus Smooth variant
Mycobacterium abscessus T35
Mycobacterium abscessus T35 (PBP-lipo knockdown)
Mycobacterium abscessus T37
Mycobacterium abscessus T37 (PBP-lipo knockdown)
Mycobacterium abscessus T49 (PBP-lipo knockdown)
Mycobacterium abscessus T50
Mycobacterium abscessus T50 (PBP-lipo knockdown)
Mycobacterium abscessus T51
Mycobacterium abscessus T51 (PBP-lipo knockdown)
Mycobacterium abscessus T53
Mycobacterium abscessus T53 (PBP-lipo knockdown)
Mycobacterium abscessus T56
Mycobacterium abscessus T56 (PBP-lipo knockdown)
Mycobacterium abscessus nan
Mycobacterium aurum nan
Mycobacterium avium complex nan
Mycobacterium avium nan
Mycobacterium bovis 110295
Mycobacterium bovis bcg nan
Mycobacterium bovis nan
Mycobacterium canettii C02322
Mycobacterium kansasii nan
Mycobacterium marinum nan
Mycobacterium smegmatis 155 mc2
Mycobacterium smegmatis ATCC 700084
Mycobacterium smegmatis mc2155
Mycobacterium smegmatis nan
Mycobacterium tuberculosis 10490-13
Mycobacterium tuberculosis 11102-14
Mycobacterium tuberculosis 11257-14
Mycobacterium tuberculosis 11355-13
Mycobacterium tuberculosis 11411-14
Mycobacterium tuberculosis 12041-13
Mycobacterium tuberculosis 12471-13
Mycobacterium tuberculosis 12971-14
Mycobacterium tuberculosis 130637
Mycobacterium tuberculosis 130644
Mycobacterium tuberculosis 130654
Mycobacterium tuberculosis 130684
Mycobacterium tuberculosis 130685
Mycobacterium tuberculosis 130687
Mycobacterium tuberculosis 130697
Mycobacterium tuberculosis 130707
Mycobacterium tuberculosis 130713
Mycobacterium tuberculosis 130715
Mycobacterium tuberculosis 130750
Mycobacterium tuberculosis 130752
Mycobacterium tuberculosis 130754
Mycobacterium tuberculosis 130756
Mycobacterium tuberculosis 130758
Mycobacterium tuberculosis 130768
Mycobacterium tuberculosis 130772
Mycobacterium tuberculosis 130796
Mycobacterium tuberculosis 130816
Mycobacterium tuberculosis 130832
Mycobacterium tuberculosis 130836
Mycobacterium tuberculosis 130840
Mycobacterium tuberculosis 131071
Mycobacterium tuberculosis 131077
Mycobacterium tuberculosis 131079
Mycobacterium tuberculosis 131143
Mycobacterium tuberculosis 131151
Mycobacterium tuberculosis 131153
Mycobacterium tuberculosis 131498
Mycobacterium tuberculosis 131509
Mycobacterium tuberculosis 131542
Mycobacterium tuberculosis 131543
Mycobacterium tuberculosis 132059
Mycobacterium tuberculosis 132063
Mycobacterium tuberculosis 132104
Mycobacterium tuberculosis 132106
Mycobacterium tuberculosis 132110
Mycobacterium tuberculosis 132112
Mycobacterium tuberculosis 132130
Mycobacterium tuberculosis 132144
Mycobacterium tuberculosis 132154
Mycobacterium tuberculosis 132375
Mycobacterium tuberculosis 132389
Mycobacterium tuberculosis 132390
Mycobacterium tuberculosis 132419
Mycobacterium tuberculosis 132635
Mycobacterium tuberculosis 132665
Mycobacterium tuberculosis 132672
Mycobacterium tuberculosis 132679
Mycobacterium tuberculosis 132685
Mycobacterium tuberculosis 132695
Mycobacterium tuberculosis 132697
Mycobacterium tuberculosis 132731
Mycobacterium tuberculosis 132734
Mycobacterium tuberculosis 132746
Mycobacterium tuberculosis 132811
Mycobacterium tuberculosis 132812
Mycobacterium tuberculosis 132817
Mycobacterium tuberculosis 132820
Mycobacterium tuberculosis 132821
Mycobacterium tuberculosis 132823
Mycobacterium tuberculosis 132825
Mycobacterium tuberculosis 13524-14
Mycobacterium tuberculosis 140019
Mycobacterium tuberculosis 140023
Mycobacterium tuberculosis 140027
Mycobacterium tuberculosis 140033
Mycobacterium tuberculosis 140035
Mycobacterium tuberculosis 140037
Mycobacterium tuberculosis 140039
Mycobacterium tuberculosis 140041
Mycobacterium tuberculosis 140043
Mycobacterium tuberculosis 140045
Mycobacterium tuberculosis 140053
Mycobacterium tuberculosis 140055
Mycobacterium tuberculosis 140057
Mycobacterium tuberculosis 140059
Mycobacterium tuberculosis 140079
Mycobacterium tuberculosis 140083
Mycobacterium tuberculosis 140091
Mycobacterium tuberculosis 140128
Mycobacterium tuberculosis 140267
Mycobacterium tuberculosis 140959
Mycobacterium tuberculosis 2007 186071
Mycobacterium tuberculosis 2007 186133
Mycobacterium tuberculosis 2007 186136
Mycobacterium tuberculosis 2008 186033
Mycobacterium tuberculosis 2008 186034
Mycobacterium tuberculosis 2010 186016
Mycobacterium tuberculosis 2011 186003
Mycobacterium tuberculosis 2011 186013
Mycobacterium tuberculosis 2011 186014
Mycobacterium tuberculosis 2011 186019
Mycobacterium tuberculosis 2012 186113
Mycobacterium tuberculosis 2013 181445
Mycobacterium tuberculosis 2013 181605
Mycobacterium tuberculosis 2013 181682
Mycobacterium tuberculosis 2013 181710
Mycobacterium tuberculosis 2013 181808
Mycobacterium tuberculosis 2014 186019
Mycobacterium tuberculosis 2015 180693
Mycobacterium tuberculosis 2015 500051
Mycobacterium tuberculosis 2015 500170
Mycobacterium tuberculosis 3758-14
Mycobacterium tuberculosis 5520-14
Mycobacterium tuberculosis 6143-14
Mycobacterium tuberculosis 6204-14
Mycobacterium tuberculosis 7438-14
Mycobacterium tuberculosis 8392-14
Mycobacterium tuberculosis 9505-13
Mycobacterium tuberculosis 9685-14
Mycobacterium tuberculosis 999-13
Mycobacterium tuberculosis BTB-08-045
Mycobacterium tuberculosis BTB-08-076
Mycobacterium tuberculosis BTB-08-163
Mycobacterium tuberculosis BTB-09-554
Mycobacterium tuberculosis C(-15)T mutant
Mycobacterium tuberculosis DRC-052956
Mycobacterium tuberculosis DRC-052958
Mycobacterium tuberculosis DRC-060116
Mycobacterium tuberculosis DRC-060118
Mycobacterium tuberculosis DRC-060120
Mycobacterium tuberculosis DRC-060244
Mycobacterium tuberculosis DRC-060248
Mycobacterium tuberculosis DRC-060253
Mycobacterium tuberculosis DRC-060565
Mycobacterium tuberculosis DRC-060757
Mycobacterium tuberculosis DRC-060858
Mycobacterium tuberculosis DRC-061493
Mycobacterium tuberculosis DRC-062295
Mycobacterium tuberculosis DRC-062495
Mycobacterium tuberculosis DRC-062503
Mycobacterium tuberculosis DRC-063522
Mycobacterium tuberculosis DRC-064085
Mycobacterium tuberculosis DRC-064208
Mycobacterium tuberculosis DRC-070807
Mycobacterium tuberculosis DRC-070808
Mycobacterium tuberculosis DRC-071057
Mycobacterium tuberculosis DRC-071458
Mycobacterium tuberculosis DRC-071686
Mycobacterium tuberculosis DRC-071696
Mycobacterium tuberculosis DRC-071712
Mycobacterium tuberculosis DRC-071968
Mycobacterium tuberculosis DRC-072604
Mycobacterium tuberculosis DRC-072825
Mycobacterium tuberculosis DRC-072827
Mycobacterium tuberculosis DRC-072829
Mycobacterium tuberculosis DRC-072837
Mycobacterium tuberculosis DRC-072957
Mycobacterium tuberculosis DRC-073170
Mycobacterium tuberculosis DRC-073175
Mycobacterium tuberculosis DRC-073186
Mycobacterium tuberculosis DRC-073414
Mycobacterium tuberculosis DRC-073415
Mycobacterium tuberculosis DRC-073430
Mycobacterium tuberculosis DRC-073432
Mycobacterium tuberculosis DRC-080016
Mycobacterium tuberculosis DRC-080046
Mycobacterium tuberculosis DRC-080553
Mycobacterium tuberculosis DRC-081585
Mycobacterium tuberculosis DRC-081593
Mycobacterium tuberculosis DRC-081595
Mycobacterium tuberculosis DRC-082120
Mycobacterium tuberculosis DRC-082121
Mycobacterium tuberculosis DRC-082317
Mycobacterium tuberculosis DRC-082327
Mycobacterium tuberculosis DRC-082584
Mycobacterium tuberculosis DRC-082946
Mycobacterium tuberculosis DRC-083051
Mycobacterium tuberculosis DRC-083801
Mycobacterium tuberculosis DRC-090022
Mycobacterium tuberculosis DRC-090165
Mycobacterium tuberculosis DRC-090456
Mycobacterium tuberculosis DRC-090913
Mycobacterium tuberculosis DRC-091003
Mycobacterium tuberculosis DRC-091172
Mycobacterium tuberculosis DRC-091821
Mycobacterium tuberculosis DRC-093480
Mycobacterium tuberculosis DRC-100122
Mycobacterium tuberculosis DRC-100310
Mycobacterium tuberculosis DRC-100503
Mycobacterium tuberculosis DRC-100753
Mycobacterium tuberculosis EC114
Mycobacterium tuberculosis L1 (Linezolid-R)
Mycobacterium tuberculosis L3 (Linezolid-R)
Mycobacterium tuberculosis MD17
Mycobacterium tuberculosis MD8
Mycobacterium tuberculosis MS-115
Mycobacterium tuberculosis P1 (Pretomanid-R)
Mycobacterium tuberculosis P3 (Pretomanid-R)
Mycobacterium tuberculosis R296
Mycobacterium tuberculosis R88
Mycobacterium tuberculosis TRL0083275-S29
Mycobacterium tuberculosis nan
Mycobacterium ulcerans Cu001
Mycosphaerella graminicola Cbx22
Mycosphaerella graminicola Cbx28
Mycosphaerella graminicola Cbx29
Mycosphaerella graminicola Cbx67
Mycosphaerella graminicola Flu1
Mycosphaerella graminicola Flu4
Mycosphaerella graminicola Flu41
Mycosphaerella graminicola Izm1
Mycosphaerella graminicola Izm7
Neisseria gonorrhoeae F89
Neisseria gonorrhoeae NZ2015-1
Neisseria gonorrhoeae NZ2015-2
Neisseria gonorrhoeae NZ2015-3
Neisseria gonorrhoeae NZ2015-4
Neisseria gonorrhoeae NZ2015-5
Neisseria gonorrhoeae nan
Oceanicaulis alexandrii ac9
Oceaniradius stylonematis ac10
Ochrobactrum anthropi nan
Orientia tsutsugamushi C27
Orientia tsutsugamushi C3 (AFC3)
Pasteurella multocida nan
Pediococcus pentosaceus S22
Pediococcus pentosaceus TC48
Pichia fermentans nan
Pichia kudriavzevii nan
Plasmodium falciparum Dd2-B2 Rpn6E266K
Plasmodium falciparum Dd2-B2 Rpt5G319S
Plasmodium falciparum MMV007224-R2
Plasmodium falciparum nan
Plasmodium vivax nan
Prevotella sp.. nan
Proteus mirabilis nan
Proteus sp.. nan
Providencia rettgeri nan
Providencia sp.. nan
Providencia stuartii nan
Pseudomonas aeruginosa 18083286
Pseudomonas aeruginosa 24717(1)
Pseudomonas aeruginosa A8-C1
Pseudomonas aeruginosa AR-1114
Pseudomonas aeruginosa ATCC 10145
Pseudomonas aeruginosa ATCC 24853
Pseudomonas aeruginosa ATCC 25619
Pseudomonas aeruginosa ATCC 9027
Pseudomonas aeruginosa Blood Culture
Pseudomonas aeruginosa Bronchoalveolar Lavage
Pseudomonas aeruginosa CCM1959
Pseudomonas aeruginosa CDC-0356
Pseudomonas aeruginosa CDC-0457
Pseudomonas aeruginosa CRPA
Pseudomonas aeruginosa Ecoculture
Pseudomonas aeruginosa G16-C1
Pseudomonas aeruginosa G16-C2
Pseudomonas aeruginosa HW01
Pseudomonas aeruginosa LMG6395
Pseudomonas aeruginosa M-120
Pseudomonas aeruginosa MIS1668
Pseudomonas aeruginosa MPAO1 MutS-
Pseudomonas aeruginosa MTCC647
Pseudomonas aeruginosa NCTC6749
Pseudomonas aeruginosa PA-001
Pseudomonas aeruginosa PA-002
Pseudomonas aeruginosa PA-003
Pseudomonas aeruginosa PA-007
Pseudomonas aeruginosa PA-008
Pseudomonas aeruginosa PA-009
Pseudomonas aeruginosa PA-012
Pseudomonas aeruginosa PA-014
Pseudomonas aeruginosa PA-016
Pseudomonas aeruginosa PA-017
Pseudomonas aeruginosa PA-019
Pseudomonas aeruginosa PA-020
Pseudomonas aeruginosa PA-021
Pseudomonas aeruginosa PA-023
Pseudomonas aeruginosa PA-025
Pseudomonas aeruginosa PA-026
Pseudomonas aeruginosa PA-027
Pseudomonas aeruginosa PA-028
Pseudomonas aeruginosa PA-029
Pseudomonas aeruginosa PA-030
Pseudomonas aeruginosa PA-031
Pseudomonas aeruginosa PA-033
Pseudomonas aeruginosa PA-034
Pseudomonas aeruginosa PA-035
Pseudomonas aeruginosa PA-036
Pseudomonas aeruginosa PA-037
Pseudomonas aeruginosa PA-039
Pseudomonas aeruginosa PA-040
Pseudomonas aeruginosa PA-042
Pseudomonas aeruginosa PA-044
Pseudomonas aeruginosa PAO2003 library clones
Pseudomonas aeruginosa PCM2720
Pseudomonas aeruginosa Ps296
Pseudomonas aeruginosa Rectal Swab
Pseudomonas aeruginosa ST175
Pseudomonas aeruginosa T2-C1
Pseudomonas aeruginosa TA2
Pseudomonas aeruginosa WDCM00026
Pseudomonas aeruginosa nan
Pseudomonas sp.. nan
Rhizobium radiobacter nan
Rhodophyticola porphyridii ac11
Roseovarius mucosus ac13
Saccharomyces cerevisiae CH915
Saccharomyces cerevisiae D58
Saccharomyces cerevisiae LL13-040
Saccharomyces cerevisiae MG168
Saccharomyces cerevisiae NC-02
Saccharomyces cerevisiae nan
Saccharopolyspora erythraea rif1
Saccharopolyspora erythraea rif2
Salmonella enterica Blockley ST-52
Salmonella enterica Glostrup strain 1
Salmonella enterica Glostrup strain 2
Salmonella enterica HS295
Salmonella enterica Newport ST-45
Salmonella enterica PT03
Salmonella enterica PT11
Salmonella enterica PT44
Salmonella enterica PT48 | PT49
Salmonella enterica S1163
Salmonella enterica S1691
Salmonella enterica S1847
Salmonella enterica S442
Salmonella enterica Typhimurium ST-3515
Salmonella enterica nan
Salmonella enterica serotype paratyphi a 02-8590
Salmonella enterica serotype paratyphi a 201301308
Salmonella enterica serotype paratyphi a 201302933
Salmonella enterica serotype paratyphi a 201304008
Salmonella enterica serotype paratyphi a nan
Salmonella enterica serovar concord nan
Salmonella enterica serovar dublin nan
Salmonella enterica serovar indiana ST17
Salmonella enterica serovar infantis 144-13
Salmonella enterica serovar infantis 153-13
Salmonella enterica serovar infantis 21-13
Salmonella enterica serovar infantis 3-15
Salmonella enterica serovar infantis nan
Salmonella enterica serovar kentucky ST198
Salmonella enterica serovar paratyphi a 2020 outbreak strains
Salmonella enterica serovar paratyphi a ERR1878006
Salmonella enterica serovar paratyphi a SRR1966999
Salmonella enterica serovar paratyphi a SRR5990021
Salmonella enterica serovar paratyphi a nan
Salmonella enterica serovar telelkebir nan
Salmonella enterica serovar typhi nan
Salmonella enterica serovar typhimurium ST34 ancestral subgroup
Salmonella enterica serovar typhimurium nan
Salmonella enteritidis nan
Salmonella paratyphi a nan
Salmonella sp.. Derby
Salmonella sp.. Saintpaul
Salmonella sp.. Virchow
Salmonella sp.. nan
Salmonella typhi NCIM 2501
Salmonella typhi nan
Salmonella typhimurium CBD-resistant
Salmonella typhimurium nan
Serratia marcescens nan
Serratia rubidaea nan
Shigella boydii nan
Shigella flexneri EP (1990-1994)
Shigella flexneri EP (2000-2004)
Shigella flexneri nan
Shigella sonnei ATCC 11060
Shigella sonnei Bhutan-Shi-002
Shigella sonnei nan
Shigella sp.. nan
Sinorhizobium medicae nan
Sphingomonas paucimobilis nan
Sporothrix brasiliensis itraconazole-resistant
Sporothrix globosa NCCPF220119
Staphylococcus aureu nan
Staphylococcus aureus 1002434
Staphylococcus aureus A10103
Staphylococcus aureus A10135
Staphylococcus aureus A10151
Staphylococcus aureus A10152
Staphylococcus aureus A8817
Staphylococcus aureus A9305
Staphylococcus aureus AIS100050
Staphylococcus aureus AR-215
Staphylococcus aureus AR-219
Staphylococcus aureus ATCC 13709
Staphylococcus aureus ATCC 2592
Staphylococcus aureus ATCC 33593
Staphylococcus aureus ATCC 6538P
Staphylococcus aureus ATCC 6583
Staphylococcus aureus ATCC 6633
Staphylococcus aureus ATCC 700699
Staphylococcus aureus ATCC 9144
Staphylococcus aureus CCM3953
Staphylococcus aureus CCTCC AB91118
Staphylococcus aureus CIP1
Staphylococcus aureus CIP2
Staphylococcus aureus DAP-R strain 703
Staphylococcus aureus HICF0006
Staphylococcus aureus HICF0099
Staphylococcus aureus HICF0201
Staphylococcus aureus HICF0228
Staphylococcus aureus HICF0321
Staphylococcus aureus HICF0366
Staphylococcus aureus HICF0372
Staphylococcus aureus HICF0401
Staphylococcus aureus HICF0465
Staphylococcus aureus HICF0561
Staphylococcus aureus HICF0659
Staphylococcus aureus HICF0696
Staphylococcus aureus HICF0802
Staphylococcus aureus HICF0828
Staphylococcus aureus HICF0838
Staphylococcus aureus HICF0890
Staphylococcus aureus HIP11714
Staphylococcus aureus HIP14300
Staphylococcus aureus IS-58
Staphylococcus aureus JLA513
Staphylococcus aureus LEV-1
Staphylococcus aureus LEV-2
Staphylococcus aureus LMG10147
Staphylococcus aureus LMG15975
Staphylococcus aureus LMG8224
Staphylococcus aureus ME-311
Staphylococcus aureus Methicillin-resistant
Staphylococcus aureus NCIM 2122
Staphylococcus aureus OFL-1
Staphylococcus aureus OFL-2
Staphylococcus aureus P1-P26
Staphylococcus aureus PCM2267
Staphylococcus aureus PK1
Staphylococcus aureus PK2
Staphylococcus aureus RIF-resistant derivatives
Staphylococcus aureus RN-4220
Staphylococcus aureus S1D14
Staphylococcus aureus S2D14
Staphylococcus aureus S3D14
Staphylococcus aureus SA-1001
Staphylococcus aureus SA-1199
Staphylococcus aureus SA-71080
Staphylococcus aureus SA-HIP-11983
Staphylococcus aureus SA-HIP-14300
Staphylococcus aureus SA-HIP-15178
Staphylococcus aureus SA113 WT
Staphylococcus aureus ST1 non-outbreak strain
Staphylococcus aureus ST22 non-outbreak strains
Staphylococcus aureus ST2371 outbreak strains
Staphylococcus aureus ST772 non-outbreak strains
Staphylococcus aureus ST8 non-outbreak strain
Staphylococcus aureus Strain 1
Staphylococcus aureus TCH 1516
Staphylococcus aureus TCH-1516
Staphylococcus aureus USA300 -FPR3757
Staphylococcus aureus USA300 WT
Staphylococcus aureus VA13
Staphylococcus aureus WGS 029 B
Staphylococcus aureus WGS 037 B
Staphylococcus aureus XJ 75302
Staphylococcus aureus nan
Staphylococcus aureus t008 ST8
Staphylococcus aureus t024 ST8
Staphylococcus aureus t084 ST15
Staphylococcus aureus t2055 ST2434
Staphylococcus aureus t304 ST6
Staphylococcus aureus t311 ST5
Staphylococcus aureus t314 ST121
Staphylococcus aureus t355 ST152
Staphylococcus aureus t537 ST3251
Staphylococcus aureus t861 ST508
Staphylococcus capitis nan
Staphylococcus cohnii nan
Staphylococcus epidermidis nan
Staphylococcus haemolyticus nan
Staphylococcus lugdunensis nan
Staphylococcus pseudintermedius nan
Staphylococcus saprophyticus nan
Staphylococcus sciuri nan
Staphylococcus sp.. MRCoNS
Staphylococcus sp.. MSCoNS
Staphylococcus sp.. nan
Stenotrophomonas maltophilia nan
Streptococcus agalactiae nan
Streptococcus pneumoniae 134 GR-M
Streptococcus pneumoniae ATCC 6303
Streptococcus pneumoniae PRSP
Streptococcus pneumoniae nan
Streptococcus pyogenes Finland 11
Streptococcus pyogenes Finland 2
Streptococcus pyogenes nan
Streptococcus species nan
Streptococcus suis nan
Toxoplasma gondii RH hdac3 T99A
Toxoplasma gondii nan
Trichophyton indotineae nan
Trichophyton interdigitale ATCC 9533
Trichophyton mentagrophytes nan
Tritrichomonas foetus nan
Vibrio cholerae nan
Vibrio cholerae o1 nan
Vibrio vulnificus nan
